,Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
5505,WEST PALM HOSPITAL,100234,FL,READM-30-AMI-HRRP,55,1.017,23.7,23.3,14.0,07/01/2010,06/30/2013
3435,CATSKILL REGIONAL MEDICAL CENTER,330386,NY,READM-30-AMI-HRRP,55,1.0523,22.0,20.9,15.0,07/01/2010,06/30/2013
6827,LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,READM-30-AMI-HRRP,55,0.9977,22.1,22.1,12.0,07/01/2010,06/30/2013
5239,COVENANT HOSPITAL LEVELLAND,450755,TX,READM-30-HF-HRRP,55,1.0213,21.4,21.0,13.0,07/01/2010,06/30/2013
5885,"SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER",360360,OH,READM-30-HF-HRRP,55,1.0115,22.4,22.2,13.0,07/01/2010,06/30/2013
5078,HUTCHINSON HEALTH,240187,MN,READM-30-HF-HRRP,55,1.0233,21.2,20.8,13.0,07/01/2010,06/30/2013
5724,MEMORIAL HOSPITAL AND MANOR,110132,GA,READM-30-HF-HRRP,56,1.0138,18.3,18.0,11.0,07/01/2010,06/30/2013
8325,LOVELACE WESTSIDE HOSPITAL,320074,NM,READM-30-HF-HRRP,56,0.9778,22.0,22.5,11.0,07/01/2010,06/30/2013
5475,CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,READM-30-HF-HRRP,56,1.0175,21.4,21.1,13.0,07/01/2010,06/30/2013
6265,RIVERSIDE WALTER REED HOSPITAL,490130,VA,READM-30-AMI-HRRP,56,1.0059,20.8,20.7,12.0,07/01/2010,06/30/2013
5568,JACK HUGHSTON MEMORIAL HOSPITAL,10168,AL,READM-30-COPD-HRRP,56,1.0161,17.6,17.3,11.0,07/01/2010,06/30/2013
5760,UNIVERSITY HEALTH SYSTEM,450213,TX,READM-30-PN-HRRP,56,1.0134,19.9,19.7,12.0,07/01/2010,06/30/2013
2778,PARKWAY REGIONAL HOSPITAL,180117,KY,READM-30-HF-HRRP,56,1.0659,22.0,20.6,16.0,07/01/2010,06/30/2013
4894,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,330395,NY,READM-30-AMI-HRRP,56,1.0262,24.1,23.5,15.0,07/01/2010,06/30/2013
7130,STURDY MEMORIAL HOSPITAL,220008,MA,READM-30-AMI-HRRP,56,0.9937,20.3,20.4,11.0,07/01/2010,06/30/2013
5116,ST CHARLES PARISH HOSPITAL,190079,LA,READM-30-PN-HRRP,56,1.0229,17.2,16.8,11.0,07/01/2010,06/30/2013
2450,TOPPENISH COMMUNITY HOSPITAL,500037,WA,READM-30-COPD-HRRP,56,1.0734,21.0,19.6,17.0,07/01/2010,06/30/2013
5056,ATLANTA MEDICAL CENTER,110115,GA,READM-30-AMI-HRRP,56,1.0238,17.4,17.0,11.0,07/01/2010,06/30/2013
556,ST JOSEPH'S HOSPITAL,390132,PA,READM-30-PN-HRRP,56,1.166,23.6,20.2,23.0,07/01/2010,06/30/2013
1808,YALOBUSHA GENERAL HOSPITAL,250061,MS,READM-30-HF-HRRP,57,1.0924,22.6,20.7,18.0,07/01/2010,06/30/2013
29,RALEIGH GENERAL HOSPITAL,510070,WV,READM-30-HIP-KNEE-HRRP,57,1.3992,8.5,6.1,11.0,07/01/2010,06/30/2013
3941,NORTH BALDWIN INFIRMARY,10129,AL,READM-30-HF-HRRP,57,1.0424,22.1,21.2,15.0,07/01/2010,06/30/2013
4553,UNICOI COUNTY MEMORIAL HOSPITAL,440001,TN,READM-30-HF-HRRP,57,1.0325,21.3,20.7,14.0,07/01/2010,06/30/2013
1915,PUTNAM HOSPITAL CENTER,330273,NY,READM-30-AMI-HRRP,57,1.0889,21.5,19.7,17.0,07/01/2010,06/30/2013
2459,UINTAH BASIN MEDICAL CENTER,460019,UT,READM-30-HF-HRRP,57,1.0733,19.4,18.1,15.0,07/01/2010,06/30/2013
5884,MID COAST HOSPITAL,200021,ME,READM-30-AMI-HRRP,57,1.0115,18.2,18.0,11.0,07/01/2010,06/30/2013
5380,MCNAIRY REGIONAL HOSPITAL,440051,TN,READM-30-HF-HRRP,57,1.0191,22.6,22.2,14.0,07/01/2010,06/30/2013
4237,MASONIC HOME AND HOSPITAL,70039,CT,READM-30-COPD-HRRP,57,1.0372,26.5,25.5,18.0,07/01/2010,06/30/2013
1825,NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-AMI-HRRP,57,1.0917,21.3,19.5,17.0,07/01/2010,06/30/2013
2936,GORDON HOSPITAL,110023,GA,READM-30-AMI-HRRP,57,1.0624,18.9,17.8,14.0,07/01/2010,06/30/2013
4274,UMC OF SOUTHERN NEVADA,290007,NV,READM-30-AMI-HRRP,57,1.0366,16.0,15.4,11.0,07/01/2010,06/30/2013
2488,HARRIS HEALTH SYSTEM,450289,TX,READM-30-AMI-HRRP,57,1.0725,18.0,16.8,14.0,07/01/2010,06/30/2013
1221,DELAWARE COUNTY MEMORIAL HOSPITAL,390081,PA,READM-30-AMI-HRRP,57,1.1157,24.0,21.5,20.0,07/01/2010,06/30/2013
6124,"SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-AMI-HRRP,57,1.0078,20.3,20.1,12.0,07/01/2010,06/30/2013
3589,PHELPS MEMORIAL HOSPITAL ASSN,330261,NY,READM-30-AMI-HRRP,57,1.0487,20.0,19.0,14.0,07/01/2010,06/30/2013
6564,SEQUOYAH COUNTY CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-HF-HRRP,57,1.0014,20.9,20.9,12.0,07/01/2010,06/30/2013
3572,EAST TEXAS MEDICAL CENTER MOUNT VERNON,450373,TX,READM-30-HF-HRRP,57,1.0491,23.2,22.1,16.0,07/01/2010,06/30/2013
6382,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT,190005,LA,READM-30-HF-HRRP,57,1.0041,20.6,20.6,12.0,07/01/2010,06/30/2013
934,BAYLOR MEDICAL CENTER AT MCKINNEY,670082,TX,READM-30-HF-HRRP,57,1.1332,24.0,21.2,21.0,07/01/2010,06/30/2013
7891,KERSHAW HEALTH,420048,SC,READM-30-AMI-HRRP,57,0.9837,20.9,21.3,11.0,07/01/2010,06/30/2013
6192,ALLIANCE HEALTHCARE SYSTEM,250012,MS,READM-30-COPD-HRRP,57,1.007,18.4,18.3,11.0,07/01/2010,06/30/2013
8892,BERTRAND CHAFFEE HOSPITAL,330111,NY,READM-30-HF-HRRP,58,0.9701,22.1,22.7,11.0,07/01/2010,06/30/2013
4419,LAC/HARBOR-UCLA MED CENTER,50376,CA,READM-30-AMI-HRRP,58,1.0342,17.6,17.0,12.0,07/01/2010,06/30/2013
3766,CORAL GABLES HOSPITAL,100183,FL,READM-30-AMI-HRRP,58,1.0455,21.6,20.6,15.0,07/01/2010,06/30/2013
2844,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,50040,CA,READM-30-HF-HRRP,58,1.0648,24.4,23.0,18.0,07/01/2010,06/30/2013
7060,FALLBROOK HOSPITAL DISTRICT,50435,CA,READM-30-HF-HRRP,58,0.9946,19.5,19.6,11.0,07/01/2010,06/30/2013
6740,SAINT LUKE'S CUSHING HOSPITAL,170133,KS,READM-30-HF-HRRP,58,0.9989,24.3,24.3,14.0,07/01/2010,06/30/2013
3231,LEWISGALE HOSPITAL PULASKI,490116,VA,READM-30-AMI-HRRP,58,1.0565,23.8,22.5,17.0,07/01/2010,06/30/2013
10741,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,50135,CA,READM-30-HF-HRRP,58,0.9416,25.5,27.0,11.0,07/01/2010,06/30/2013
5006,"ROCKCASTLE COUNTY HOSPITAL, INC",180115,KY,READM-30-HF-HRRP,58,1.0244,23.4,22.8,15.0,07/01/2010,06/30/2013
4688,COGDELL MEMORIAL HOSPITAL,450073,TX,READM-30-PN-HRRP,58,1.0302,15.9,15.5,11.0,07/01/2010,06/30/2013
3412,FOUNDATION SURGICAL HOSPITAL OF EL PASO,450877,TX,READM-30-HF-HRRP,58,1.0529,20.8,19.8,15.0,07/01/2010,06/30/2013
4475,MOREHEAD MEMORIAL HOSPITAL,340060,NC,READM-30-AMI-HRRP,58,1.0334,22.6,21.9,15.0,07/01/2010,06/30/2013
2641,DEARBORN COUNTY HOSPITAL,150086,IN,READM-30-AMI-HRRP,59,1.0691,20.9,19.5,16.0,07/01/2010,06/30/2013
6672,EAST OHIO REGIONAL HOSPITAL,360080,OH,READM-30-AMI-HRRP,59,0.9999,20.4,20.4,12.0,07/01/2010,06/30/2013
6642,DOCTORS' HOSPITAL OF MICHIGAN,230013,MI,READM-30-PN-HRRP,59,1.0003,18.6,18.6,11.0,07/01/2010,06/30/2013
8064,PORTAGE HEALTH,230108,MI,READM-30-HF-HRRP,59,0.9813,22.2,22.6,12.0,07/01/2010,06/30/2013
8518,TAKOMA REGIONAL HOSPITAL,440050,TN,READM-30-HF-HRRP,59,0.9756,22.8,23.4,12.0,07/01/2010,06/30/2013
5278,ALAMEDA HOSPITAL,50211,CA,READM-30-AMI-HRRP,59,1.0208,21.8,21.3,14.0,07/01/2010,06/30/2013
2964,MONTCLAIR HOSPITAL MEDICAL CENTER,50758,CA,READM-30-COPD-HRRP,59,1.0619,25.8,24.3,20.0,07/01/2010,06/30/2013
3274,JOHN H STROGER JR HOSPITAL,140124,IL,READM-30-AMI-HRRP,59,1.0557,17.2,16.3,13.0,07/01/2010,06/30/2013
4140,"MEMORIAL HOSPITAL, INC  TOWANDA",390236,PA,READM-30-HF-HRRP,59,1.0389,21.7,20.9,15.0,07/01/2010,06/30/2013
7790,EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC,60116,CO,READM-30-HF-HRRP,59,0.9849,20.1,20.4,11.0,07/01/2010,06/30/2013
7725,KECK HOSPITAL OF USC,50696,CA,READM-30-PN-HRRP,59,0.9859,20.2,20.4,11.0,07/01/2010,06/30/2013
4085,COASTAL COMMUNITIES HOSPITAL,50747,CA,READM-30-HF-HRRP,59,1.0398,26.4,25.4,18.0,07/01/2010,06/30/2013
7045,HEYWOOD HOSPITAL,220095,MA,READM-30-AMI-HRRP,59,0.9948,20.8,20.9,12.0,07/01/2010,06/30/2013
7297,OAKWOOD HOSPITAL - TAYLOR,230270,MI,READM-30-AMI-HRRP,59,0.9916,24.6,24.8,14.0,07/01/2010,06/30/2013
4369,GREATER EL MONTE COMMUNITY HOSPITAL,50738,CA,READM-30-HF-HRRP,59,1.0352,26.8,25.9,18.0,07/01/2010,06/30/2013
2465,LAKE WALES MEDICAL CENTER,100099,FL,READM-30-AMI-HRRP,59,1.0731,20.5,19.1,16.0,07/01/2010,06/30/2013
6140,CASCADE VALLEY HOSPITAL,500060,WA,READM-30-HF-HRRP,59,1.0076,19.6,19.5,12.0,07/01/2010,06/30/2013
6239,PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,370083,OK,READM-30-COPD-HRRP,59,1.0063,19.6,19.4,12.0,07/01/2010,06/30/2013
1890,LASALLE GENERAL HOSPITAL,190145,LA,READM-30-COPD-HRRP,59,1.0897,24.2,22.2,21.0,07/01/2010,06/30/2013
1040,TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,READM-30-HF-HRRP,59,1.1257,23.8,21.1,21.0,07/01/2010,06/30/2013
6364,OCHSNER MEDICAL CENTER-KENNER LLC,190274,LA,READM-30-PN-HRRP,59,1.0043,19.9,19.8,12.0,07/01/2010,06/30/2013
5442,GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-HF-HRRP,59,1.0181,20.3,20.0,13.0,07/01/2010,06/30/2013
4691,BIBB MEDICAL CENTER,10058,AL,READM-30-PN-HRRP,59,1.0301,17.3,16.8,12.0,07/01/2010,06/30/2013
8310,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",330144,NY,READM-30-HF-HRRP,60,0.9781,20.4,20.9,11.0,07/01/2010,06/30/2013
4401,OHIO VALLEY MEDICAL CENTER,510039,WV,READM-30-AMI-HRRP,60,1.0345,23.4,22.6,16.0,07/01/2010,06/30/2013
6376,DOCTORS HOSPITAL TIDWELL,450803,TX,READM-30-HF-HRRP,60,1.0042,26.2,26.1,16.0,07/01/2010,06/30/2013
1146,ST ELIZABETH BOARDMAN HEALTH CENTER,360276,OH,READM-30-AMI-HRRP,60,1.1198,24.2,21.6,21.0,07/01/2010,06/30/2013
7052,LAKEWOOD HOSPITAL,360212,OH,READM-30-AMI-HRRP,60,0.9947,18.8,18.9,11.0,07/01/2010,06/30/2013
7330,MOORE COUNTY HOSPITAL DISTRICT,450221,TX,READM-30-COPD-HRRP,60,0.9911,21.1,21.3,12.0,07/01/2010,06/30/2013
5034,WESTLAKE COMMUNITY HOSPITAL,140240,IL,READM-30-AMI-HRRP,60,1.024,19.5,19.0,13.0,07/01/2010,06/30/2013
6300,RANDOLPH HOSPITAL,340123,NC,READM-30-AMI-HRRP,60,1.0054,19.5,19.4,12.0,07/01/2010,06/30/2013
2753,POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,READM-30-AMI-HRRP,60,1.0664,20.7,19.5,16.0,07/01/2010,06/30/2013
7433,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,220108,MA,READM-30-AMI-HRRP,60,0.9897,21.0,21.2,12.0,07/01/2010,06/30/2013
3975,MERCY MEDICAL CENTER OF OSHKOSH,520048,WI,READM-30-AMI-HRRP,60,1.0419,16.4,15.7,12.0,07/01/2010,06/30/2013
5293,RICHARDSON MEDICAL CENTER,190151,LA,READM-30-COPD-HRRP,60,1.0206,17.6,17.3,12.0,07/01/2010,06/30/2013
6634,MEASE DUNEDIN HOSPITAL,100043,FL,READM-30-AMI-HRRP,60,1.0004,20.0,20.0,12.0,07/01/2010,06/30/2013
3508,BELLVILLE GENERAL HOSPITAL,450253,TX,READM-30-COPD-HRRP,60,1.0507,17.6,16.7,14.0,07/01/2010,06/30/2013
7057,KECK HOSPITAL OF USC,50696,CA,READM-30-AMI-HRRP,60,0.9946,22.2,22.3,13.0,07/01/2010,06/30/2013
1325,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,50348,CA,READM-30-AMI-HRRP,61,1.1106,21.3,19.2,19.0,07/01/2010,06/30/2013
2032,NACOGDOCHES MEDICAL CENTER,450656,TX,READM-30-AMI-HRRP,61,1.085,17.4,16.1,15.0,07/01/2010,06/30/2013
2859,MARYMOUNT HOSPITAL,360143,OH,READM-30-AMI-HRRP,61,1.0642,23.6,22.1,18.0,07/01/2010,06/30/2013
6829,ST JOSEPH HEALTH CENTER,360161,OH,READM-30-AMI-HRRP,61,0.9977,23.2,23.2,14.0,07/01/2010,06/30/2013
5348,NORTH SUBURBAN MEDICAL CENTER,60065,CO,READM-30-HF-HRRP,61,1.0196,24.3,23.8,16.0,07/01/2010,06/30/2013
4601,MCPHERSON HOSPITAL INC,170105,KS,READM-30-COPD-HRRP,61,1.0316,19.3,18.7,14.0,07/01/2010,06/30/2013
6215,SABINE MEDICAL CENTER,190218,LA,READM-30-COPD-HRRP,61,1.0066,18.9,18.8,12.0,07/01/2010,06/30/2013
4919,NEVADA REGIONAL MEDICAL CENTER,260061,MO,READM-30-COPD-HRRP,61,1.0258,19.9,19.4,14.0,07/01/2010,06/30/2013
4470,BAYLOR MEDICAL CENTER AT CARROLLTON,450730,TX,READM-30-AMI-HRRP,61,1.0335,21.5,20.8,15.0,07/01/2010,06/30/2013
5657,WELLINGTON REGIONAL MEDICAL CENTER,100275,FL,READM-30-AMI-HRRP,61,1.0149,18.3,18.1,12.0,07/01/2010,06/30/2013
2426,INOVA MOUNT VERNON HOSPITAL,490122,VA,READM-30-AMI-HRRP,61,1.0742,19.8,18.4,16.0,07/01/2010,06/30/2013
1595,PROVIDENCE HOSPITAL,90006,DC,READM-30-AMI-HRRP,61,1.0995,22.3,20.3,19.0,07/01/2010,06/30/2013
5519,EL CAMPO MEMORIAL HOSPITAL,450694,TX,READM-30-COPD-HRRP,61,1.0167,20.9,20.6,14.0,07/01/2010,06/30/2013
5264,PRESBYTERIAN ST LUKES MEDICAL CENTER,60014,CO,READM-30-COPD-HRRP,61,1.021,22.0,21.6,15.0,07/01/2010,06/30/2013
7011,DUPONT HOSPITAL LLC,150150,IN,READM-30-HF-HRRP,62,0.9953,21.4,21.5,13.0,07/01/2010,06/30/2013
8222,KANSAS MEDICAL CENTER LLC,170197,KS,READM-30-COPD-HRRP,62,0.9793,21.9,22.4,12.0,07/01/2010,06/30/2013
8189,ALTA VIEW HOSPITAL,460044,UT,READM-30-HF-HRRP,62,0.9797,19.6,20.0,11.0,07/01/2010,06/30/2013
5375,ENCINO HOSPITAL MEDICAL CENTER,50158,CA,READM-30-COPD-HRRP,62,1.0192,26.5,26.0,18.0,07/01/2010,06/30/2013
6038,AVERA ST MARY'S HOSPITAL,430015,SD,READM-30-HF-HRRP,62,1.0093,20.1,19.9,13.0,07/01/2010,06/30/2013
4845,OWATONNA HOSPITAL,240069,MN,READM-30-COPD-HRRP,62,1.0273,19.5,18.9,14.0,07/01/2010,06/30/2013
7690,ST VINCENT CARMEL HOSPITAL INC,150157,IN,READM-30-HF-HRRP,62,0.9863,20.6,20.9,12.0,07/01/2010,06/30/2013
473,HARMON MEMORIAL HOSPITAL,370036,OK,READM-30-HF-HRRP,62,1.1764,27.6,23.5,27.0,07/01/2010,06/30/2013
7521,FAUQUIER HOSPITAL,490023,VA,READM-30-AMI-HRRP,62,0.9883,18.8,19.0,11.0,07/01/2010,06/30/2013
1552,RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,READM-30-AMI-HRRP,62,1.1016,21.8,19.8,19.0,07/01/2010,06/30/2013
9026,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-HF-HRRP,62,0.9686,22.4,23.1,12.0,07/01/2010,06/30/2013
1323,RAULERSON HOSPITAL,100252,FL,READM-30-AMI-HRRP,62,1.1107,24.1,21.7,21.0,07/01/2010,06/30/2013
4444,SAINT ANNE'S HOSPITAL,220020,MA,READM-30-AMI-HRRP,62,1.0338,21.2,20.5,15.0,07/01/2010,06/30/2013
2780,PARADISE VALLEY HOSPITAL,50024,CA,READM-30-AMI-HRRP,62,1.0658,27.6,25.9,21.0,07/01/2010,06/30/2013
9525,WHITTIER HOSPITAL MEDICAL CENTER,50735,CA,READM-30-AMI-HRRP,62,0.9615,21.3,22.2,11.0,07/01/2010,06/30/2013
3802,AURELIA OSBORN FOX MEMORIAL HOSPITAL,330085,NY,READM-30-AMI-HRRP,62,1.0448,21.8,20.9,16.0,07/01/2010,06/30/2013
1952,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,310061,NJ,READM-30-AMI-HRRP,62,1.0879,24.4,22.4,20.0,07/01/2010,06/30/2013
6626,HARLEM HOSPITAL CENTER,330240,NY,READM-30-COPD-HRRP,63,1.0006,19.0,19.0,12.0,07/01/2010,06/30/2013
7187,STARR COUNTY MEMORIAL HOSPITAL,450654,TX,READM-30-AMI-HRRP,63,0.993,22.9,23.0,14.0,07/01/2010,06/30/2013
4187,DISTRICT ONE HOSPITAL,240071,MN,READM-30-COPD-HRRP,63,1.0382,19.4,18.7,15.0,07/01/2010,06/30/2013
2436,ST ANTHONYS MEMORIAL HOSPITAL,140032,IL,READM-30-AMI-HRRP,63,1.0739,23.7,22.0,19.0,07/01/2010,06/30/2013
1455,SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,READM-30-AMI-HRRP,63,1.1049,18.4,16.7,17.0,07/01/2010,06/30/2013
4502,COLUMBUS COMMUNITY HOSPITAL,450370,TX,READM-30-COPD-HRRP,63,1.0331,21.5,20.8,16.0,07/01/2010,06/30/2013
4933,ST JOSEPH MERCY PORT HURON,230031,MI,READM-30-AMI-HRRP,63,1.0256,24.6,24.0,17.0,07/01/2010,06/30/2013
1478,ST MARY MEDICAL CENTER,140064,IL,READM-30-AMI-HRRP,63,1.1037,21.5,19.4,19.0,07/01/2010,06/30/2013
4956,KENTUCKIANA MEDICAL CENTER LLC,150176,IN,READM-30-PN-HRRP,63,1.0253,18.2,17.8,13.0,07/01/2010,06/30/2013
3298,SAN RAMON REGIONAL MEDICAL CTR,50689,CA,READM-30-AMI-HRRP,63,1.055,16.2,15.4,13.0,07/01/2010,06/30/2013
3932,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,320013,NM,READM-30-COPD-HRRP,63,1.0426,19.0,18.2,15.0,07/01/2010,06/30/2013
6257,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",30111,AZ,READM-30-PN-HRRP,63,1.006,16.9,16.8,11.0,07/01/2010,06/30/2013
6866,SAINT FRANCIS MEDICAL CENTER,50104,CA,READM-30-AMI-HRRP,63,0.9971,20.9,21.0,13.0,07/01/2010,06/30/2013
916,OLYMPIA MEDICAL CENTER,50742,CA,READM-30-AMI-HRRP,63,1.135,30.0,26.5,27.0,07/01/2010,06/30/2013
2644,NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-COPD-HRRP,63,1.0689,20.7,19.4,18.0,07/01/2010,06/30/2013
6087,JPS HEALTH NETWORK,450039,TX,READM-30-AMI-HRRP,63,1.0083,21.5,21.3,14.0,07/01/2010,06/30/2013
6531,"COMMUNITY MEMORIAL HOSPITAL, INC",330249,NY,READM-30-COPD-HRRP,63,1.0019,20.4,20.4,13.0,07/01/2010,06/30/2013
2826,MCLAREN CENTRAL MICHIGAN,230080,MI,READM-30-AMI-HRRP,63,1.065,21.5,20.1,17.0,07/01/2010,06/30/2013
5904,WAYNE MEMORIAL HOSPITAL,340010,NC,READM-30-AMI-HRRP,63,1.0112,22.8,22.5,15.0,07/01/2010,06/30/2013
4164,PROVIDENT HOSPITAL OF CHICAGO,140300,IL,READM-30-HF-HRRP,63,1.0385,18.9,18.2,14.0,07/01/2010,06/30/2013
4344,ST ALEXIUS HOSPITAL,260210,MO,READM-30-COPD-HRRP,63,1.0355,22.7,22.0,17.0,07/01/2010,06/30/2013
5411,OPELOUSAS GENERAL HEALTH SYSTEM,190017,LA,READM-30-AMI-HRRP,63,1.0186,20.6,20.2,14.0,07/01/2010,06/30/2013
10886,METHODIST HOSPITAL OF CHICAGO,140197,IL,READM-30-HF-HRRP,64,0.9385,23.1,24.6,11.0,07/01/2010,06/30/2013
4973,TIMPANOGOS REGIONAL HOSPITAL,460052,UT,READM-30-PN-HRRP,64,1.025,16.5,16.1,12.0,07/01/2010,06/30/2013
6973,BANNER IRONWOOD MEDICAL CENTER,30130,AZ,READM-30-COPD-HRRP,64,0.9958,17.6,17.7,11.0,07/01/2010,06/30/2013
5538,CHESTATEE REGIONAL HOSPITAL,110187,GA,READM-30-PN-HRRP,64,1.0165,15.7,15.5,11.0,07/01/2010,06/30/2013
8593,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,READM-30-PN-HRRP,64,0.9746,19.7,20.2,11.0,07/01/2010,06/30/2013
4180,MEMORIAL HOSPITAL & PHYSICIAN GROUP,370051,OK,READM-30-PN-HRRP,64,1.0383,21.3,20.5,16.0,07/01/2010,06/30/2013
9156,MEDSTAR HARBOR HOSPITAL,210034,MD,READM-30-AMI-HRRP,64,0.9667,21.8,22.5,12.0,07/01/2010,06/30/2013
2495,"PIEDMONT NEWNAN HOSPITAL, INC",110229,GA,READM-30-AMI-HRRP,64,1.0724,19.1,17.8,16.0,07/01/2010,06/30/2013
2498,PACIFICA HOSPITAL OF THE VALLEY,50378,CA,READM-30-PN-HRRP,64,1.0724,19.7,18.4,17.0,07/01/2010,06/30/2013
3287,WELCH COMMUNITY HOSPITAL,510086,WV,READM-30-COPD-HRRP,64,1.0553,21.8,20.6,18.0,07/01/2010,06/30/2013
3251,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,READM-30-AMI-HRRP,64,1.0562,18.8,17.8,15.0,07/01/2010,06/30/2013
5090,LAKE FOREST HOSPITAL,140130,IL,READM-30-AMI-HRRP,64,1.0232,15.3,15.0,11.0,07/01/2010,06/30/2013
6890,COGDELL MEMORIAL HOSPITAL,450073,TX,READM-30-HF-HRRP,64,0.9968,23.7,23.8,15.0,07/01/2010,06/30/2013
5677,"COMMUNITY MEMORIAL HOSPITAL, INC",330249,NY,READM-30-HF-HRRP,64,1.0147,22.1,21.8,15.0,07/01/2010,06/30/2013
10330,MEMORIAL HOSPITAL & PHYSICIAN GROUP,370051,OK,READM-30-HF-HRRP,64,0.9491,22.0,23.2,11.0,07/01/2010,06/30/2013
4268,LOWER BUCKS HOSPITAL,390070,PA,READM-30-AMI-HRRP,64,1.0367,18.8,18.1,14.0,07/01/2010,06/30/2013
2630,ANDERSON RMC SOUTH,250081,MS,READM-30-HF-HRRP,64,1.0694,23.5,22.0,19.0,07/01/2010,06/30/2013
3338,DOUGLAS COUNTY HOSPITAL,240030,MN,READM-30-COPD-HRRP,65,1.0543,20.2,19.2,17.0,07/01/2010,06/30/2013
2385,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL,440200,TN,READM-30-HF-HRRP,65,1.0755,24.1,22.4,20.0,07/01/2010,06/30/2013
1142,HIGHLAND HOSPITAL,50320,CA,READM-30-HF-HRRP,65,1.1201,22.3,19.9,21.0,07/01/2010,06/30/2013
4395,ENGLEWOOD COMMUNITY HOSPITAL,100267,FL,READM-30-AMI-HRRP,65,1.0346,20.2,19.5,15.0,07/01/2010,06/30/2013
5105,EAST TEXAS MEDICAL CENTER TRINITY,450749,TX,READM-30-COPD-HRRP,65,1.023,22.0,21.5,16.0,07/01/2010,06/30/2013
4458,ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-COPD-HRRP,65,1.0336,18.0,17.4,14.0,07/01/2010,06/30/2013
5186,BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-AMI-HRRP,65,1.0219,15.2,14.9,11.0,07/01/2010,06/30/2013
7487,ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-HF-HRRP,65,0.9888,19.4,19.7,12.0,07/01/2010,06/30/2013
7919,LANDER REGIONAL HOSPITAL,530010,WY,READM-30-HF-HRRP,65,0.9833,19.9,20.3,12.0,07/01/2010,06/30/2013
6938,EAST TEXAS MEDICAL CENTER - GILMER,450884,TX,READM-30-HF-HRRP,65,0.9962,21.9,22.0,14.0,07/01/2010,06/30/2013
4289,LEA REGIONAL MEDICAL CENTER,320065,NM,READM-30-HF-HRRP,65,1.0363,21.5,20.7,16.0,07/01/2010,06/30/2013
3012,WAHIAWA GENERAL HOSPITAL,120004,HI,READM-30-AMI-HRRP,66,1.0608,20.8,19.6,17.0,07/01/2010,06/30/2013
7184,FHN MEMORIAL HOSPITAL,140160,IL,READM-30-AMI-HRRP,66,0.993,17.2,17.4,11.0,07/01/2010,06/30/2013
7985,RIDGEVIEW MEDICAL CENTER,240056,MN,READM-30-COPD-HRRP,66,0.9824,18.6,18.9,11.0,07/01/2010,06/30/2013
1646,CAROLINAS MEDICAL CENTER-UNION,340130,NC,READM-30-AMI-HRRP,66,1.0976,20.9,19.0,19.0,07/01/2010,06/30/2013
2591,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,READM-30-AMI-HRRP,66,1.0701,21.5,20.1,18.0,07/01/2010,06/30/2013
6313,SONORA REGIONAL MEDICAL CENTER,50335,CA,READM-30-AMI-HRRP,66,1.0052,19.3,19.2,13.0,07/01/2010,06/30/2013
8948,LAKE POINTE MEDICAL CENTER,450742,TX,READM-30-AMI-HRRP,66,0.9695,19.3,19.9,11.0,07/01/2010,06/30/2013
